id_peli,id_pais
27857,3
11654,3
98,3
47724,3
11129,3
22501,3
16176,3
11332,3
668,3
691,3
698,3
682,3
28973,3
38006,3
10911,3
38688,3
26912,3
26278,3
6003,3
35936,3
51333,3
41160,3
7443,3
29946,3
28774,3
17897,3
12706,3
1052,3
1448,3
11940,3
16110,3
2360,3
45905,3
18168,3
39891,3
9651,3
26865,3
51179,3
16,3
9003,3
9064,3
6521,3
18801,3
71,3
77434,3
681,3
11372,3
34045,3
10876,3
2669,3
708,3
107,3
25520,3
134,3
44853,3
37949,3
12506,3
71881,3
4918,3
32054,3
63639,3
9740,3
7093,3
44412,3
17203,3
49929,3
6028,3
56137,3
17965,3
29067,3
38718,3
4192,3
853,3
634,3
153141,3
118052,3
849,3
37691,3
26813,3
29572,3
49922,3
38043,3
11826,3
40880,3
6106,3
28430,3
18929,3
18988,3
10540,3
25985,3
14506,3
5333,3
4281,3
27362,3
21362,3
38500,3
11347,3
70842,3
25497,3
41974,3
12582,3
2210,3
11828,3
14776,3
12774,3
1548,3
33379,3
41946,3
32261,3
18683,3
31083,3
30666,3
24077,3
26535,3
11308,3
44258,3
33214,3
1722,3
26665,3
13966,3
11370,3
58062,3
48834,3
32567,3
12537,3
16180,3
82523,3
25767,3
22874,3
10373,3
35066,3
31703,3
20681,3
27396,3
768,3
11845,3
167,3
10034,3
10778,3
671,3
1535,3
11834,3
27405,3
34388,3
26398,3
27591,3
11938,3
43143,3
35201,3
18939,3
855,3
12660,3
10269,3
5279,3
24206,3
42987,3
18317,3
57976,3
2084,3
931,3
14778,3
37230,3
42458,3
9991,3
2752,3
35810,3
43997,3
31651,3
16149,3
25628,3
14807,3
39578,3
1576,3
13006,3
27930,3
9275,3
62956,3
53426,3
17990,3
35944,3
34276,3
35080,3
21970,3
35337,3
1815,3
32037,3
11240,3
29318,3
245,3
9026,3
42193,3
15677,3
10394,3
15813,3
43139,3
88818,3
26290,3
6278,3
8665,3
43915,3
36645,3
10786,3
8764,3
2750,3
30586,3
3127,3
9544,3
23967,3
18477,3
32961,3
32568,3
29698,3
9093,3
4107,3
10575,3
11868,3
43438,3
3092,3
12779,3
1613,3
40064,3
10863,3
21764,3
46364,3
35685,3
12454,3
11905,3
672,3
25037,3
24909,3
11880,3
36669,3
25284,3
34113,3
73116,3
26639,3
18602,3
19067,3
31804,3
12232,3
25720,3
61578,3
18002,3
29339,3
423,3
41209,3
61807,3
9027,3
21189,3
34783,3
34374,3
12490,3
35185,3
39948,3
4193,3
10150,3
52083,3
11949,3
42134,3
83562,3
30363,3
30584,3
9699,3
19322,3
2984,3
33851,3
991,3
4911,3
11615,3
42035,3
21867,3
24186,3
455,3
15347,3
37258,3
45129,3
203252,3
6016,3
14237,3
1714,3
15394,3
22016,3
22958,3
42017,3
9654,3
49798,3
37662,3
34759,3
15925,3
290,3
11463,3
47684,3
18780,3
19728,3
41426,3
41791,3
29627,3
36372,3
16311,3
24985,3
18300,3
35068,3
35669,3
170,3
44736,3
296,3
302,3
8698,3
17920,3
9486,3
3472,3
12649,3
24356,3
1996,3
9104,3
29805,3
5185,3
50350,3
8094,3
48791,3
41944,3
43048,3
11898,3
26198,3
12268,3
2891,3
22200,3
31094,3
40775,3
9584,3
10739,3
12767,3
277,3
20321,3
36791,3
9662,3
41834,3
1358,3
8446,3
4543,3
11046,3
41780,3
