id_prod,productora
1171,Steamroller Productions
1172,Victor & Grais Productions
1173,Seltzer Films
1174,Zanuck/Brown Productions
1175,Alan Landsburg Productions
1176,MCA  Theatricals
1177,Storyline Entertainment
1178,Peters Entertainment
1179,Silver Screen Partners II
1180,Dimitri Villard Productions
1181,Redhead Productions
1182,MTV Films
1183,Prokino Filmproduktion
1184,Olga Film GmbH
1185,Turner Pictures
1186,Si Litvinoff Film Production
1187,Max L. Raab Productions
1188,1600 Limited Partnership
1189,Elkins Entertainment
1190,Film Afrika Worldwide
1191,Logo Entertainment
1192,Fish Productions
1193,"Astral Films, Australian Film Commission, The"
1194,O.T.A. Productions
1195,Laurentic Film Productions
1196,Torii Production
1197,Roth-Arnold Productions
1198,Sheinberg Productions
1199,Portobello Pictures
1200,Ceská Televize
1201,Biograf Jan Svěrák
1202,CinemArt
1203,Space Films
1204,The Czech Republic State Fund for Support and Development of Cinematography
1205,Pale Morning Dun
1206,All Night Productions
1207,Detour Filmproduction
1208,Village Roadshow
1209,Pratt FIlms
1210,Boy of the Year
1211,All Girl Productions
1212,Asymmetrical Productions
1213,Lost Highway Productions
1214,Mark Johnson Productions
1215,Stand See
1216,Mirabai Films
1217,NDF International
1218,Alliance Communications
1219,Q Productions
1220,Esparza / Katz Productions
1221,Warner Bros. Pictures
1222,David Kirschner Productions
1223,Turner Feature Animation
1224,Middle Fork Productions
1225,Skylight Cinema Foto Art
1226,St. Tropez Films
1227,Cinema Line Film Corporation
1228,British Columbia Film
1229,Canada Council Media Arts
1230,Boneyard Film Company Inc.
1231,Brad Krevoy & Steve Stabler production
1232,Samson Productions
1233,Banner Entertainment
1234,Baldini Pictures
1235,Slam Pictures
1236,Medusa Pictures
1237,Studio Adam&Eve
1238,Les Films du Rivage
1239,Australian Asset Securities Limited
1240,Rev Kids
1241,Eric's Boy
1242,Village Roadshow Pictures Worldwide
1243,Communicado Productions
1244,Virgin Wood Productions
1245,Higgins-Messick-Wayne
1246,Ink Slinger Productions
1247,Law Brothers Entertainment
1248,IJL Creations
1249,UGC Images
1250,Hallmark Entertainment
1251,Showtime Networks
1252,Altamira Pictures Inc.
1253,Aimimage Productions
1254,Agenda
1255,Outlaw Productions (I)
1256,.406 Production
1257,Good Dog Productions LLC
1258,Utopia Pictures
1259,Goldwyn Films
1260,Jim Henson Pictures
1261,Jerry Bruckheimer Films
1262,Hiett Designs of Las Vegas
1263,Runway Pictures Inc
1264,Kasander & Wigman Productions
1265,Nederlands Fonds voor de Film
1266,Woodline Films Ltd.
1267,Blue Tulip Productions
1268,Phaedra Cinema
1269,Curb Entertainment
1270,Bergman Lustig Productions
1271,Hungry Eye Trijbits
1272,Worrell
1273,Remote
1274,Tapestry Films
1275,Bates Entertainment
1276,MURDER and murder Production
1277,Les Films Concordia
1278,Permut Presentations
1279,Douglas/Reuther Productions
1280,Krane Entertainment
1281,Terence Michael Productions
1282,Sanaye Dasti
1283,Timedial Films
1284,Avventura Films
1285,Parkes+MacDonald Image Nation
1286,South Side Amusement Company
1287,First Independent Films
1288,Trap-Two-Zero Productions
1289,Mandeville Films
1290,Across the River Productions
1291,Impact Pictures
1292,Golar Productions
1293,Pull Down Your Pants Pictures
1294,Todd McFarlane Entertainment
1295,Alliance Atlantis Communications
1296,Fair and Square Productions
1297,Matrix Films
1298,Quincy Jones-David Salzman Entertainment
1299,DC Entertainment
1300,United Artists Pictures
1301,Korsala Productions
1302,Raffaella De Laurentiis Productions
1303,Beacon Communications
1304,Radiant Productions
1305,Nina Saxon Film Design
1306,Redeemable Features
1307,Art Linson Productions
1308,DreamWorks SKG
1309,Applecross
1310,Reperage & Vanguard Films
1311,Edmonds Entertainment Group (EEG)
1312,Image Organization
1313,Pierre David
1314,Prairie Films
1315,A&B Producoes
1316,Popaganda Films
1317,Illusion Entertainment Group
1318,Clyde Is Hungry Films
1319,Canal+ Droits Audiovisuels
1320,Good Film Company
1321,Canadian Film or Video Production Tax Credit (CPTC)
1322,Gouvernement du Québec
1323,Satch-Mo
1324,Program de Credits of Impuc
1325,Nunez-Gowan
1326,Lions Gate Films
1327,Rampage Entertainment
1328,Def Pictures
1329,Greentrees Films
1330,WGBH
1331,BBC Scotland
1332,Mobile Masterpiece Theatre
1333,Summer Knowledge LLC
1334,Monarchy Enterprises B.V.
1335,Taurus Film
1336,Alchemy Filmworks
1337,Kuzui Enterprises
1338,Ben Myron Productions
1339,Icon Productions
1340,Tapson Steel Films Productions
1341,Aaargh! Animation
1342,Posthorn Pictures
1343,Giv'en Films
1344,Tiger Aspect Productions
1345,Nomadic Pictures
1346,Arts Council of England
1347,Adventure Films
1348,Dragon Pictures
1349,Ghoulardi Film Company
1350,Lawrence Gordon Productions
1351,Big Bug Pictures
1352,ASQA Film Partnership
1353,101st Street Films
1354,Intermedia Films
1355,First Look International
1356,Avnet/Kerner Productions
1357,Mel's Cite du Cinema
1358,Fox Animation Studios
1359,Fox Family Films
1360,The Big Gun Project
1361,Little Wolf Entertainment
1362,Taurus Films
1363,Polar Productions
1364,Butcher's Run Productions
1365,ASK Kodansha
1366,NDF Inc.
1367,Asylum Films
1368,FM Entertainment
1369,Eagle Eye Films Inc.
1370,Gouvernement Canadien
1371,Fonds de télévision et de câblodistribution pour la production d'émissions canadiennes
1372,Lawrence Bender Productions
1373,Be Gentlemen Limited Partnership
1374,The Image Organization
1375,M.O.D. Productions Inc.
1376,Malpaso Company
1377,DreamWorks
1378,Konrad Pictures
1379,Maven Entertainment
1380,Chase Regency
1381,Miravista Films
1382,Don Quixote
1383,Allied Films
1384,Lightmotive
1385,Leeds/Ben-Ami Productions
1386,Sheen Productions
1387,Producers Network Associates
1388,Heller Highwater Productions
1389,Mystery Clock Cinema
1390,J&M Entertainment
1391,Manny Coto Productions
1392,British Broadcasting Corporation (BBC) Television
1393,Stargate Studios
1394,National Lottery
1395,Gruber Bros.
1396,Tomboy Films
1397,Winchester Multimedia PLC
1398,Chan Ye-Cheng
1399,Columbia TriStar
1400,Calimari Productions
1401,Zero Film GmbH
1402,Severny Fond
1403,Synchronistic Pictures
1404,Scala Productions
1405,New Amsterdam Entertainment
1406,Medusa Film
1407,Stardust International
1408,Samson Films
1409,Zephyr Films
1410,Neue Deutsche Filmgesellschaft (NDF)
1411,Pony Canyon
1412,Bandeira Entertainment
1413,Rialto Films
1414,Code Entertainment
1415,Seven Arts Pictures
1416,Wildgaze Films
1417,Unthank Films
1418,Goldwyn Entertainment Company
1419,Scala Productionss
1420,Alameda Films
1421,Consejo Nacional para la Cultura y las Artes (CONACULTA)
1422,MacGillivray Freeman Films
1423,IMAX
1424,Arcturus Motion Pictures
1425,Polartec
1426,Dinamo Entertainment
1427,United Artists Corporation
1428,Jacobs/Mutrux
1429,Office Kitano
1430,TV Tokyo
1431,Tokyo FM Broadcasting Co.
1432,Shooting Gallery
1433,Front Street Pictures
1434,Edenstreet Productions
1435,Marlboro Road Gang Productions
1436,Lyrick Studios
1437,Dog Eat Dog Films
1438,Irwin Allen Productions
1439,Prelude Pictures
1440,Saltire Entertainment
1441,Duo Art Productions
1442,Jean Doumanian Productions
1443,Sweetland Films
1444,Magnolia Films
1445,Jasmine Productions Inc.
1446,Westerly Films
1447,Enchanter Entertainment
1448,Manifest Film Company
1449,SE8 Group
1450,Babelsberg Film
1451,Celtridge
1452,Here Studios
1453,Leather Jacket Productions
1454,Goldeco Pictures
1455,Strength Ltd.
1456,Abbas Kiarostami Productions
1457,First Floor Features
1458,Almerica Films
1459,Cabin Creek Films
1460,Clipsal Films
1461,Alta Vista
1462,HSX Films
1463,Chase Productions
1464,Compagnie des Films
1465,Compagnie Est-Ouest
1466,Manhattan Project
1467,Gotham Entertainment Group
1468,Toledo Pictures
1469,Centropolis Film Productions
1470,Fried Films
1471,Rhino Films
1472,Fear and Loathing LLC
1473,Shark Productions
1474,No Limit Films
1475,DiNovi Pictures
1476,Fortis Films
1477,Nordic Screen Production AS
1478,Norsk Filminstitutt
1479,Essential Films
1480,Bayerischer Rundfunk
1481,Antidote Films (I)
1482,391 Productions
1483,Roland-Film
1484,The Institute for the Intellectual Development of Children & Young Adults
1485,Tritone Productions
1486,Joel Castleberg Productions
1487,Ten Thirteen Productions
1488,Treasure Entertainment
1489,Easkel Media
1490,Joseph M. Singer Entertainment
1491,McElroy & McElroy
1492,Picnic Productions Pty. Ltd.
1493,British Empire Films Australia
1494,ShadowCatcher Entertainment
1495,Valhalla Motion Pictures
1496,DreamWorks Pictures
1497,Truth and Soul Pictures Inc
1498,Protozoa Pictures
1499,Harvest Filmworks
1500,Plantain Films
1501,Anyway Productions
1502,Reynolds Pictures
1503,Paramount Famous Lasky Corporation
1504,Fox Film Corporation
1505,Two Cities Films
1506,Horizon Pictures
1507,Hecht-Lancaster Productions
1508,Seven Arts
1509,Mirisch Pictures
1510,Woodfall Film Productions
1511,Highland Films
1512,"Mirisch Corporation, The"
1513,Warwick Film Productions
1514,Florin Productions
1515,Jerome Hellman Productions
1516,D'Antoni Productions
1517,Schine-Moore Productions
1518,"Allied Stars, Ltd."
1519,Mirage Entertainment
1520,Recorded Pictures Company
1521,Soprofilms
1522,TAO Film
1523,Yanco
1524,Star Partners II Ltd.
1525,The Zanuck Company
1526,Palomar Pictures
1527,American Broadcasting Company (ABC)
1528,Gus Productions
1529,Edge City
1530,Allagash Films
1531,Henson Associates (HA)
1532,Channel Productions
1533,Georgetown Productions Inc.
1534,Sean S. Cunningham Films
1535,"Georgetown Productions, Inc."
1536,Jason Productions
1537,"Friday Four, Inc."
1538,Horror Inc.
1539,Falcon International Productions
1540,Trans Pacific Films
1541,Guardian Trust Company
1542,Simcom Limited
1543,Prom Night Productions
1544,Allarcom Limited
1545,British Columbia Television
1546,CFCN Communications
1547,TBA Film
1548,Famous Players
1549,Comweb Productions
1550,Hoya Productions
1551,Universum Film (UFA)
1552,Kent Productions
1553,Pathé
1554,Lolita Productions
1555,Hoyts Film Partnership
1556,Behavioral Problem Productions Ltd.
1557,Revolutionary Eye LLC
1558,The Walt Disney Company
1559,New Star Entertainment
1560,Producers Sales Organization (PSO)
1561,Buena Vista
1562,British Broadcasting Company
1563,Sveriges Television (SVT)
1564,Cinematograph AB
1565,Tobis Filmkunst
1566,FilmDallas Pictures
1567,Bountiful Film Partners
1568,Antron Media Production
1569,Ital-Noleggio Cinematografico
1570,Lotar Film Productions
1571,Mafilm
1572,Objektív Film
1573,Buena Vista Distribution Company
1574,Oz Productions Ltd.
1575,Celebrity Productions
1576,Lisberger/Kushner
1577,L.A. Films
1578,Aspen Film Society
1579,Graveyard Productions
1580,Umbrella-Rosenblum Film Production
1581,Atlantic Releasing Corporation
1582,Virgin Benelux
1583,Virgin Schallplatten
1584,TAFT Entertainment Pictures
1585,Sunn Classic Pictures
1586,Hal Roach Studios
1587,Cinema Group
1588,Planet Productions
1589,Angeles Entertainment Group
1590,Inverness Productions
1591,Gatlin
1592,Sullivan Bluth Studios
1593,DeBart
1594,Forensic Films
1595,Toast Films
1596,Andell Entertainment
1597,Blue Guitar Films
1598,Famous Players Limited
1599,Selta Films
1600,International Cinema Corporation (ICC)
1601,Cine-Neighbor
1602,Personafilm
1603,Filmédis
1604,Suede Film
1605,Chenault Productions
1606,APJAC Productions
1607,Jerry Lewis Enterprises
1608,Sagittarius Productions
1609,Nepenthe Productions
1610,Watership Productions
1611,Aurora
1612,Mrs. Brisby Ltd.
1613,Don Bluth Productions
1614,Legend Production Company
1615,Jonesfilm
1616,The Jozak Company
1617,Decade
1618,CAT Films
1619,Mimosa Films
1620,Weintraub Entertainment Group
1621,Elrina Investment
1622,Maljack Productions
1623,William Castle Productions
1624,Producers Sales Organization
1625,Bavaria Studios
1626,Four Square Productions
1627,Tetragram
1628,Amen Ra Films
1629,Imaginary Forces
1630,Marvel Enterprises
1631,Pathé Films
1632,Arenafilm
1633,John Maynard Productions
1634,"Geffen Company, The"
1635,"Rainbow Film Company, The"
1636,Revere Entertainment
1637,Jagtoria Films
1638,Transatlantic Pictures
1639,FilmColony
1640,Dollface
1641,Bill Plympton Studios
1642,Fidélité Productions
1643,Local Films
1644,Imagine Films Entertainment
1645,Knock Films A.V.V.
1646,Val D'Oro Entertainment
1647,Wind Dancer Productions
1648,The Selznik Studio
1649,Vanguard Films
1650,Skirball Productions
1651,Mayflower Pictures Corporation
1652,Gainsborough Pictures
1653,British International Pictures (BIP)
1654,Carlyle Blackwell Productions
1655,Münchner Lichtspielkunst
1656,Spanky Pictures
1657,Feature Film Project
1658,Cube Libre
1659,Harold Greenberg Fund
1660,Odeon Films
1661,Ontario Film Development Corporation
1662,Viacom Canada
1663,Davis Entertainment Classics
1664,Digging to China LLC
1665,"Ministry of Film, The"
1666,Filmax
1667,Silver Lion Films
1668,Televisa S.A. de C.V.
1669,Arco Films S.L
1670,Hool/Macdonald Productions
1671,Producciones San Patricia
1672,Medusa Distribuzione
1673,Medusa Produzione
1674,Melvin Simon Productions
1675,Market Street Productions
1676,Amercent Films
1677,American Entertainment Partners L.P.
1678,Mysterious Arts
1679,ABC Motion Pictures
1680,Delphi II Productions
1681,Sherwood
1682,Delphi V Productions
1683,ML Delphi Premier Productions
1684,Applied Action
1685,David Brown Productions
1686,JD Productions
1687,Movieco Australia
1688,Sideshow Pictures
1689,FGM Entertainment
1690,Original Film
1691,IMF Internationale Medien und Film GmbH & Co. 2. Produktions KG
1692,Fade In Films
1693,Phoenician Films
1694,Apostle
1695,Filmline International
1696,Kaleidoscope Entertainment
1697,Kaleidoscope Productions
1698,Memorial Enterprises
1699,Playboy Enterprises
1700,Avenue Pictures Productions
1701,Nu Image Films
1702,Millennium Films
1703,Tidewater Pictures Inc.
1704,Pacific Data Images (PDI)
1705,DreamWorks Animation
1706,SNL Studios
1707,Snider Than Thou Productions Inc.
1708,Prometheus Film Productions Ltd
1709,Embassy Pictures Corporation
1710,Palo Vista Productions
1711,Peter V. Miller Investment Corp.
1712,ABC Entertainment
1713,Patriot Pictures
1714,Holly Hill Productions
1715,Österreichischer Rundfunk (ORF)
1716,Harpo Films
1717,Midwinter Productions Inc.
1718,Larger Than Life Productions
1719,Charter Films Inc.
1720,Melampo Cinematografica
1721,Avenging Conscience
1722,Focus Features
1723,Laurel Productions
1724,Darkside Movie
1725,Film Office
1726,Spooky Tooth Productions
1727,Storm King Productions
1728,The Turman-Morrissey Company
1729,Flashpoint (I)
1730,Lynda Obst Productions
1731,"Bedford Falls Company, The"
1732,Single Cell Pictures
1733,City Light Films
1734,Radio Teléfis Éireann
1735,Terminal City Pictures
1736,Cannon Group
1737,Golan-Globus Productions
1738,Northbrook Films
1739,Fadsin Cinema Associates
1740,Initial Pictures
1741,U.K. Productions Entity
1742,No Such Productions
1743,Klasky-Csupo
1744,Magnolia Productions
1745,Videofilms
1746,Riofilm
1747,Initial Entertainment Group (IEG)
1748,Nordic Film
1749,Nimbus Film Productions
1750,Dreamland Productions
1751,Screen Classics (II)
1752,Toho Film (Eiga) Co. Ltd.
1753,RKO General Pictures
1754,Christel Films
1755,Vincent Pictures
1756,Famous Films (II)
1757,Golan-Globus
1758,Easedram
1759,Police Academy Productions
1760,VBT Productions
1761,Ballpark Productions Partnership
1762,Azoff Entertainment
1763,The Canton Company
1764,Calash Corporation
1765,Stone Group Pictures
1766,El Corazon Producciones S.A.
1767,Paper Clip Productions
1768,Delphi Films
1769,Weintraub International Group
1770,Merlin Films
1771,J & M
1772,Irish Film Board
1773,Geisler-Roberdeau
1774,Argosy Pictures
1775,Bungalow 78 Productions
1776,Farrell/Minoff
1777,Cattleya
1778,Cineritmo
1779,Film and General Productions
1780,capitol international
1781,Dove International
1782,Columbia TriStar Home Entertainment
1783,Chinese Bookie Pictures
1784,Morpheus
1785,Hyperion Pictures
1786,Scala Films
1787,Topps Chewing Gum
1788,Vista Organization
1789,New Century Entertainment Corporation
1790,Vision PDG
1791,Lorimar Motion Pictures
1792,Frostbacks
1793,Vortex
1794,Cannon Films
1795,Nicolas Entertainment
1796,Ultra Muchos Productions
1797,Pan Arts
1798,Layton
1799,Cote Blanche Productions
1800,Les Films Ariane
1801,Cristaldifilm
1802,Rimfire Films
1803,Silver Screen Partners
1804,Jay Weston Productions
1805,Tornasol Films
1806,Alta Films
1807,Road Movies Vierte Produktionen
1808,Scottish Arts Council Lottery Fund
1809,The Greenlight Fund
1810,Marmot Tandy Productions
1811,Iberoamericana Films Produccion
1812,Dirt Road Productions
